source_file,asset_id,compressor_model,fault_mode,operating_state,start_timestamp,end_timestamp,start_time_s,end_time_s,window_size_samples,radial_rms,axial_rms,radial_std,axial_std,radial_peak,axial_peak,radial_crest_factor,axial_crest_factor,radial_kurtosis,axial_kurtosis,radial_dominant_freq_hz,axial_dominant_freq_hz,radial_energy_0_30hz,radial_energy_30_80hz,radial_energy_80_200hz,axial_energy_0_30hz,axial_energy_30_80hz,axial_energy_80_200hz,temp_mean,temp_max,temp_min,temp_delta,temp_slope,current_mean,current_max,current_min,current_std,current_delta,current_inrush_flag,is_healthy
em2x3125u_mechanical_looseness_timeseries.csv,EMB_COMP_001,EM2X3125U,mechanical_looseness,startup,2026-01-01 00:00:00.000,2026-01-01 00:00:01.990,0.0,1.99,200,0.08242727152557512,0.056191482178030445,0.08242696351168273,0.05618191712025294,0.1808142002531437,0.119885083332004,2.193621078395657,2.1335098966098505,2.5802273533523583,2.328289665404376,40.0,40.0,34.407565289320566,101.47716024199426,0.0,12.182355776689054,50.96107164073029,0.0,25.993870922383294,28.03380361580566,24.011284178852048,4.022519436953612,0.020083657352030434,3.6290755638657117,6.4044829264475736,0.7880588790634246,1.6015648238966858,5.6164240473841485,1,0
em2x3125u_mechanical_looseness_timeseries.csv,EMB_COMP_001,EM2X3125U,mechanical_looseness,startup,2026-01-01 00:00:01.000,2026-01-01 00:00:02.990,1.0,2.99,200,0.07529421348882687,0.047155045694714286,0.07529377755748451,0.04713763742244996,0.1808142002531437,0.119885083332004,2.4014355403284116,2.5423596046995707,2.73804691371235,2.511337325670239,40.0,40.0,38.06207057160927,75.32247119974586,0.0,5.98119761575624,38.46200795238996,0.0,27.618715372472742,28.679249806014685,25.90169088019878,2.777558925815903,0.012719026478294955,1.5003028380294847,3.5544789211179437,0.6735415349353578,0.9413415248579154,2.8809373861825858,1,0
em2x3125u_mechanical_looseness_timeseries.csv,EMB_COMP_001,EM2X3125U,mechanical_looseness,steady_state,2026-01-01 00:00:02.000,2026-01-01 00:00:03.990,2.0,3.99,200,0.06560136956442052,0.035377173189791375,0.06559849563849136,0.035373157013205946,0.133559704338538,0.0655551086687386,2.0359285976092685,1.8530341109236936,2.391754754886893,1.9305043202424839,20.0,40.0,38.23285804414081,47.833671014249866,0.0,0.7718781950299326,24.25338065067038,0.0,28.588335584823582,29.31590369136484,27.7333018675058,1.58260182385904,0.006898107486852184,0.752601410513457,0.8361399743531277,0.6735415349353578,0.03311113902163692,0.16259843941776986,0,0
em2x3125u_mechanical_looseness_timeseries.csv,EMB_COMP_001,EM2X3125U,mechanical_looseness,steady_state,2026-01-01 00:00:03.000,2026-01-01 00:00:04.990,3.0,4.99,200,0.06493790901333048,0.03489173976728843,0.06493643103225383,0.03489093685640351,0.133559704338538,0.064105221401493,2.0567293645245157,1.8372606762816874,2.3762591824084662,1.9701999953736595,20.0,40.0,36.30783026412398,48.03407788126807,0.0,0.7961317400080888,23.551426414359504,0.0,29.27516649338091,30.048621663023216,28.26602427530621,1.7825973877170043,0.006795049130081926,0.7507159233324111,0.8412454779518066,0.6367489085095954,0.0356504185422124,0.20449656944221117,0,0
em2x3125u_mechanical_looseness_timeseries.csv,EMB_COMP_001,EM2X3125U,mechanical_looseness,steady_state,2026-01-01 00:00:04.000,2026-01-01 00:00:05.990,4.0,5.99,200,0.06299939986294897,0.03414568209775271,0.06299866419617883,0.034144552133173564,0.1353000386802086,0.0633574318947366,2.1476401199780453,1.8555034781076007,2.4026813505355364,1.9547643610939285,20.0,40.0,33.69809144208812,45.68366077916356,0.0,0.7734390101680474,22.543572429761294,0.0,29.955429983728934,30.80083313087568,29.116394465740655,1.6844386651350263,0.0068283839149742955,0.7525884789660627,0.8577610988231519,0.6367489085095954,0.03838317550782118,0.22101219031355646,0,0
em2x3125u_mechanical_looseness_timeseries.csv,EMB_COMP_001,EM2X3125U,mechanical_looseness,steady_state,2026-01-01 00:00:05.000,2026-01-01 00:00:06.990,5.0,6.99,200,0.06263943660059096,0.034261932577335355,0.06263461639514234,0.03426087428052297,0.1353000386802086,0.0625223518680834,2.1599817307254026,1.82483436177919,2.436000455707529,1.9183661347067724,20.0,40.0,34.02112703896086,44.44081106281644,0.0,0.7721306872546008,22.706434957275874,0.0,30.632258752892604,31.42822925459172,29.81947197060276,1.608757283988961,0.0067956331031627385,0.7538265631688411,0.8577610988231519,0.6612638640809987,0.03733725487252448,0.1964972347421532,0,0
em2x3125u_mechanical_looseness_timeseries.csv,EMB_COMP_001,EM2X3125U,mechanical_looseness,steady_state,2026-01-01 00:00:06.000,2026-01-01 00:00:07.990,6.0,7.99,200,0.06375561072207894,0.034597927903944184,0.063755494340525,0.03459784393608872,0.1337678590516593,0.061934173500474,2.0981346980546562,1.790112219218003,2.4174131257788583,1.9111006691318795,20.0,40.0,35.13349227616087,46.179005490797586,0.0,0.7642278938604158,23.182099821325515,0.0,31.31802980878194,32.17285027466929,30.37337202038538,1.7994782542839083,0.007001561698287617,0.7498999140497404,0.8369301889620718,0.6673006652747712,0.03810408761980459,0.16962952368730067,0,0
em2x3125u_mechanical_looseness_timeseries.csv,EMB_COMP_001,EM2X3125U,mechanical_looseness,steady_state,2026-01-01 00:00:07.000,2026-01-01 00:00:08.990,7.0,8.99,200,0.06551794042615604,0.035090937630829246,0.06551681596865037,0.03509088827270054,0.1316964311724371,0.0602827172492775,2.0100819762622044,1.7178998715701441,2.4043809242277883,1.914396111994468,20.0,40.0,36.60973475245317,49.25379043567016,0.0,0.8404316725281412,23.787321296081426,0.0,32.006974448765284,32.80471318799545,31.1523100613335,1.6524031266619552,0.006821852512010609,0.7510152945444091,0.855372865199416,0.6476753510338662,0.037961418463468094,0.20769751416554982,0,0
em2x3125u_mechanical_looseness_timeseries.csv,EMB_COMP_001,EM2X3125U,mechanical_looseness,steady_state,2026-01-01 00:00:08.000,2026-01-01 00:00:09.990,8.0,9.99,200,0.06546882727961313,0.03486367759784394,0.0654684586897462,0.034862383055625806,0.1316964311724371,0.0605930185696804,2.0115898916284256,1.7379984770576136,2.354799410376356,1.9327914591399777,20.0,40.0,36.484675751343715,49.23918290157763,0.0,0.8636818796983985,23.445755953133425,0.0,32.69040117025272,33.510206110252064,31.87809314642412,1.632112963827943,0.006853920223655472,0.7532295546637533,0.855372865199416,0.6476753510338662,0.03682343993128289,0.20769751416554982,0,0
em2x3125u_mechanical_looseness_timeseries.csv,EMB_COMP_001,EM2X3125U,mechanical_looseness,steady_state,2026-01-01 00:00:09.000,2026-01-01 00:00:10.990,9.0,10.99,200,0.06293020417636051,0.03422000379115532,0.06292771220869953,0.03421867229409449,0.128409040672814,0.0652257479423899,2.040499349294188,1.9060707398065364,2.3764447170321987,1.9376952190989067,20.0,40.0,33.54188554511943,45.66401888467467,0.0,0.7567394880132029,22.662102906908345,0.0,33.37251204453364,34.117802935495725,32.48735798835353,1.6304449471421947,0.006756841947156873,0.7509183614213404,0.848656213184644,0.6536882366467469,0.03583748644075111,0.1949679765378971,0,0
