source_file,asset_id,compressor_model,fault_mode,operating_state,start_timestamp,end_timestamp,start_time_s,end_time_s,window_size_samples,radial_rms,axial_rms,radial_std,axial_std,radial_peak,axial_peak,radial_crest_factor,axial_crest_factor,radial_kurtosis,axial_kurtosis,radial_dominant_freq_hz,axial_dominant_freq_hz,radial_energy_0_30hz,radial_energy_30_80hz,radial_energy_80_200hz,axial_energy_0_30hz,axial_energy_30_80hz,axial_energy_80_200hz,temp_mean,temp_max,temp_min,temp_delta,temp_slope,current_mean,current_max,current_min,current_std,current_delta,current_inrush_flag,is_healthy
em2x3125u_bearing_fault_timeseries.csv,EMB_COMP_001,EM2X3125U,bearing_fault,startup,2026-01-01 00:00:00.000,2026-01-01 00:00:01.990,0.0,1.99,200,0.08126372174471198,0.05809332011262341,0.08126023673310746,0.058092581399555684,0.1780140964486595,0.1370999858041341,2.190572774994068,2.359995702403363,2.622499542586799,2.284152196205098,40.0,40.0,27.897857787460893,104.40072957575286,0.0,14.727341622420926,52.93527212385024,0.0,25.997696029908774,28.10632163415061,23.989864909300664,4.116456724849947,0.020169840014874076,3.6227013201922067,6.493860867464536,0.8457914861364305,1.6005302697844208,5.6480693813281055,1,0
em2x3125u_bearing_fault_timeseries.csv,EMB_COMP_001,EM2X3125U,bearing_fault,startup,2026-01-01 00:00:01.000,2026-01-01 00:00:02.990,1.0,2.99,200,0.0662087986278989,0.0430069339312941,0.06619823847672943,0.04300548211483937,0.1788563719674288,0.1167848718712844,2.7013988423596427,2.7154893687109745,3.778471833547136,3.5741227777460995,40.0,40.0,19.625660310322598,68.02946613933791,0.0,7.00106010131275,29.988556383257684,0.0,27.699263202988185,28.92724688013196,25.894728133288417,3.032518746843543,0.01396176781873494,1.501427318415071,3.627942134980257,0.7102380124029628,0.9351684589041477,2.9177041225772946,1,0
em2x3125u_bearing_fault_timeseries.csv,EMB_COMP_001,EM2X3125U,bearing_fault,steady_state,2026-01-01 00:00:02.000,2026-01-01 00:00:03.990,2.0,3.99,200,0.03686668923306997,0.020340830825334232,0.03684323889787355,0.02033139673561994,0.1788563719674288,0.0403213264466498,4.851435691355544,1.9822851285125545,4.52876524228178,2.110611144325404,40.0,40.0,5.50489465355015,21.66251545668717,0.0,0.7255918799167017,7.541730805008365,0.0,28.7690899248177,29.558866168890013,27.91785395732192,1.6410122115680927,0.007381727663515635,0.7608250681586282,0.8197387191260614,0.7102380124029628,0.020180818386920193,0.10950070672309864,0,0
em2x3125u_bearing_fault_timeseries.csv,EMB_COMP_001,EM2X3125U,bearing_fault,steady_state,2026-01-01 00:00:03.000,2026-01-01 00:00:04.990,3.0,4.99,200,0.03395888669491127,0.020667967640627366,0.03394838343006713,0.020664288293116645,0.0627473233971456,0.0394934085079625,1.847743830970415,1.9108510906669727,2.1955456580608987,2.103784238821306,40.0,40.0,1.9761774271356027,21.081302603053942,0.0,0.7322909757397421,7.8080168701428265,0.0,29.514244337403202,30.450473988800397,28.6804332332778,1.7700407555225972,0.007484851284230368,0.7594250456856407,0.8208962112640426,0.7092547703196086,0.02095410807499213,0.11164144094443396,0,0
em2x3125u_bearing_fault_timeseries.csv,EMB_COMP_001,EM2X3125U,bearing_fault,steady_state,2026-01-01 00:00:04.000,2026-01-01 00:00:05.990,4.0,5.99,200,0.03408933843534033,0.021316303941436184,0.03408842836313527,0.021315286064133302,0.0627191868931045,0.0397208694647399,1.8398475820253433,1.863403222897736,2.1569622815962166,2.1394802970755276,40.0,40.0,2.038527750234165,21.205176328671225,0.0,0.880456784663606,8.208534568706751,0.0,30.260469156793878,31.079394238012927,29.2911005135462,1.788293724466726,0.0074737206729900965,0.7586597496351862,0.8208962112640426,0.7092547703196086,0.01974541418487328,0.11164144094443396,0,0
em2x3125u_bearing_fault_timeseries.csv,EMB_COMP_001,EM2X3125U,bearing_fault,steady_state,2026-01-01 00:00:05.000,2026-01-01 00:00:06.990,5.0,6.99,200,0.03354830101025313,0.021454727057686463,0.03354412557347077,0.021453564214908995,0.0619451702645627,0.0454033111415989,1.8464473132523413,2.11623811477632,2.1399401742159934,2.1102214411449163,40.0,40.0,1.7966345939303368,20.707657813229837,0.0,0.8406368527457153,8.366553318946785,0.0,31.01354264737548,31.88121428608355,30.14959835253636,1.731615933547193,0.007637799659427199,0.760915199469118,0.8102167366844872,0.7158737364136616,0.019108455779443645,0.09434300027082565,0,0
em2x3125u_bearing_fault_timeseries.csv,EMB_COMP_001,EM2X3125U,bearing_fault,steady_state,2026-01-01 00:00:06.000,2026-01-01 00:00:07.990,6.0,7.99,200,0.03316162615731024,0.0216241256122655,0.033161230759974125,0.021623854961730606,0.0619451702645627,0.0454033111415989,1.8679774619830376,2.0996599795852795,2.1341175759445785,2.0554368254408457,40.0,40.0,1.6334509576689977,20.360138117121753,0.0,0.7229969353383174,8.629504860606072,0.0,31.77261070271652,32.67161167986105,30.8337851637891,1.837826516071953,0.007572868634300235,0.7609856041556164,0.8037742199356988,0.7158737364136616,0.019273805300504855,0.08790048352203716,0,0
em2x3125u_bearing_fault_timeseries.csv,EMB_COMP_001,EM2X3125U,bearing_fault,steady_state,2026-01-01 00:00:07.000,2026-01-01 00:00:08.990,7.0,8.99,200,0.03352284269962532,0.021454574792212824,0.03351833099695783,0.021454320991288328,0.0641665795611018,0.0419848920913657,1.9141151046184692,1.9569202605033489,2.1177329298430334,2.0917900401564946,40.0,40.0,1.5887486821132104,20.889174533879146,0.0,0.7422299286837086,8.464001831434924,0.0,32.524819459396,33.491863000064775,31.69490436768768,1.7969586323770947,0.007554449633338581,0.7598533515523129,0.8038173932036077,0.7166121300024586,0.01863574396963669,0.08720526320114907,0,0
em2x3125u_bearing_fault_timeseries.csv,EMB_COMP_001,EM2X3125U,bearing_fault,steady_state,2026-01-01 00:00:08.000,2026-01-01 00:00:09.990,8.0,9.99,200,0.03578450585095397,0.021279372981789706,0.03573714119766057,0.02127881982810767,0.1317669197567225,0.0449766862654077,3.6822338781355497,2.113628362259428,3.257367463169452,2.1608362570092257,40.0,40.0,5.544691994982116,19.999201632132895,0.0,0.8914777159851311,8.16460431950508,0.0,33.26869101567966,34.18809627734011,32.28803989199078,1.9000563853493304,0.0075389587421213445,0.7603272833621133,0.8108870333930722,0.7157942264435126,0.01901411649156111,0.09509280694955957,0,0
em2x3125u_bearing_fault_timeseries.csv,EMB_COMP_001,EM2X3125U,bearing_fault,steady_state,2026-01-01 00:00:09.000,2026-01-01 00:00:10.990,9.0,10.99,200,0.03558384161332338,0.021410392821989668,0.03555119118413252,0.021409800696326312,0.1317669197567225,0.0451610087797976,3.7029987146577796,2.109303138680142,3.2944127791615037,2.189988779978233,40.0,40.0,5.6966111905701,19.583486884722458,0.0,0.8986046857753941,8.268986860140128,0.0,34.01731663248487,34.832666295829064,33.11467671357702,1.717989582252045,0.00759872832818761,0.759577431779933,0.8108870333930722,0.7143500692780664,0.01972998830603812,0.09653696411500579,0,0
