timestamp,asset_id,compressor_model,operating_state,time_s,vibration_radial_g,vibration_axial_g,temperature_c,current_a,fault_mode
2026-01-01 00:00:00.000,EMB_COMP_001,EM2X3125U,startup,0.0,-0.00740387706717911,-0.004250765567620694,24.053022825782527,6.340187224616704,mechanical_looseness
2026-01-01 00:00:00.010,EMB_COMP_001,EM2X3125U,startup,0.01,0.009368613565464468,-0.014715083260433583,24.011284178852048,6.4044829264475736,mechanical_looseness
2026-01-01 00:00:00.020,EMB_COMP_001,EM2X3125U,startup,0.02,0.12320880971228994,0.07929132725272124,24.104802445382564,6.334218594339809,mechanical_looseness
2026-01-01 00:00:00.030,EMB_COMP_001,EM2X3125U,startup,0.03,-0.11244992103442357,-0.08873500228382708,24.01207485511752,6.276745348526713,mechanical_looseness
2026-01-01 00:00:00.040,EMB_COMP_001,EM2X3125U,startup,0.04,0.04349400648261216,-0.008319803851265434,24.116749765515806,6.209584356181724,mechanical_looseness
2026-01-01 00:00:00.050,EMB_COMP_001,EM2X3125U,startup,0.05,-0.028523386823412086,-0.003297056202874328,24.0943741697972,6.140139759374632,mechanical_looseness
2026-01-01 00:00:00.060,EMB_COMP_001,EM2X3125U,startup,0.06,0.06190456720583155,-0.02203317987155099,24.07848842198378,6.251649944084214,mechanical_looseness
2026-01-01 00:00:00.070,EMB_COMP_001,EM2X3125U,startup,0.07,0.14766008528413335,0.10306788037762163,24.038628665705687,6.264969056022282,mechanical_looseness
2026-01-01 00:00:00.080,EMB_COMP_001,EM2X3125U,startup,0.08,-0.14199292296908578,-0.041167024991000827,24.24481941572497,6.202670995203924,mechanical_looseness
2026-01-01 00:00:00.090,EMB_COMP_001,EM2X3125U,startup,0.09,0.017869266055988087,-0.0032695609301425883,24.087044554137318,6.128228027082611,mechanical_looseness
2026-01-01 00:00:00.100,EMB_COMP_001,EM2X3125U,startup,0.1,0.013051875051913011,0.013788736435977443,24.223390471969783,6.07404577813882,mechanical_looseness
2026-01-01 00:00:00.110,EMB_COMP_001,EM2X3125U,startup,0.11,0.01686496640378514,-0.027034477391610676,24.304096288967216,6.245287814265791,mechanical_looseness
2026-01-01 00:00:00.120,EMB_COMP_001,EM2X3125U,startup,0.12,0.08367772591980618,0.10910138400536315,24.30755819648267,6.073148514555647,mechanical_looseness
2026-01-01 00:00:00.130,EMB_COMP_001,EM2X3125U,startup,0.13,-0.12538943219462917,-0.08111684971782843,24.236290738059314,6.100318207463504,mechanical_looseness
2026-01-01 00:00:00.140,EMB_COMP_001,EM2X3125U,startup,0.14,-0.004519063448699526,-0.017106841721745553,24.28095999198149,5.991845048137795,mechanical_looseness
2026-01-01 00:00:00.150,EMB_COMP_001,EM2X3125U,startup,0.15,-0.016671959485049095,0.045524797677682645,24.267738141938175,5.9473925910659124,mechanical_looseness
2026-01-01 00:00:00.160,EMB_COMP_001,EM2X3125U,startup,0.16,-0.009729825766088787,-0.053874148169404265,24.47431572465018,5.905131595420419,mechanical_looseness
2026-01-01 00:00:00.170,EMB_COMP_001,EM2X3125U,startup,0.17,0.14726805336314766,0.09504501793995618,24.265431900071157,5.838704168126176,mechanical_looseness
2026-01-01 00:00:00.180,EMB_COMP_001,EM2X3125U,startup,0.18,-0.1081705154320967,-0.04589830629214365,24.341766126585306,5.815333652452478,mechanical_looseness
2026-01-01 00:00:00.190,EMB_COMP_001,EM2X3125U,startup,0.19,0.03285915759522558,0.0007867941934118668,24.237351871401028,5.893824194433851,mechanical_looseness
2026-01-01 00:00:00.200,EMB_COMP_001,EM2X3125U,startup,0.2,-0.07003710290262231,-0.0006608274267943318,24.36095201368775,5.694030684920072,mechanical_looseness
2026-01-01 00:00:00.210,EMB_COMP_001,EM2X3125U,startup,0.21,0.019877472839099714,-0.040250551967903093,24.27188723523508,5.969353684127954,mechanical_looseness
2026-01-01 00:00:00.220,EMB_COMP_001,EM2X3125U,startup,0.22,0.10559431882275472,0.11953287225667714,24.398763210075312,5.730711944113091,mechanical_looseness
2026-01-01 00:00:00.230,EMB_COMP_001,EM2X3125U,startup,0.23,-0.15347732901287944,-0.11084282196467485,24.419178721922407,5.654887486866476,mechanical_looseness
2026-01-01 00:00:00.240,EMB_COMP_001,EM2X3125U,startup,0.24,0.0005806634530876355,-0.015902342858947708,24.510455000868127,5.898414154562196,mechanical_looseness
2026-01-01 00:00:00.250,EMB_COMP_001,EM2X3125U,startup,0.25,-0.011082215088854024,-0.020571657867705994,24.441477454134645,5.713017831584763,mechanical_looseness
2026-01-01 00:00:00.260,EMB_COMP_001,EM2X3125U,startup,0.26,0.01839953058380649,-0.028987400160180945,24.48270184523317,5.781686407297975,mechanical_looseness
2026-01-01 00:00:00.270,EMB_COMP_001,EM2X3125U,startup,0.27,0.1211998889454829,0.0789548305808043,24.602619268410212,5.609256317523323,mechanical_looseness
2026-01-01 00:00:00.280,EMB_COMP_001,EM2X3125U,startup,0.28,-0.10549134118094194,-0.058561114427509185,24.481664925436064,5.73041847848227,mechanical_looseness
2026-01-01 00:00:00.290,EMB_COMP_001,EM2X3125U,startup,0.29,0.024868652022464632,0.007660194597121608,24.593442634596727,5.442970423944104,mechanical_looseness
2026-01-01 00:00:00.300,EMB_COMP_001,EM2X3125U,startup,0.3,0.05847478094869719,-0.014802472528765466,24.661456406669977,5.742751518798722,mechanical_looseness
2026-01-01 00:00:00.310,EMB_COMP_001,EM2X3125U,startup,0.31,-0.026266531068265,-0.01026411339949801,24.566038489836433,5.37545143192819,mechanical_looseness
2026-01-01 00:00:00.320,EMB_COMP_001,EM2X3125U,startup,0.32,0.15167952106587215,0.10233516273187371,24.620951692696003,5.502775718196412,mechanical_looseness
