timestamp,asset_id,compressor_model,operating_state,time_s,vibration_radial_g,vibration_axial_g,temperature_c,current_a,fault_mode
2026-01-01 00:00:00.000,EMB_COMP_001,EM2X3125U,startup,0.0,-0.004490285345786464,0.03431105457989781,24.027005963903914,6.399377366380355,healthy
2026-01-01 00:00:00.010,EMB_COMP_001,EM2X3125U,startup,0.01,-0.006306296998065697,-0.041088252899070504,24.13269905141766,6.264163080545986,healthy
2026-01-01 00:00:00.020,EMB_COMP_001,EM2X3125U,startup,0.02,0.1450081261295745,0.11307754718106891,24.047447797577263,6.379759713754969,healthy
2026-01-01 00:00:00.030,EMB_COMP_001,EM2X3125U,startup,0.03,-0.13433844354975322,-0.0853057785937125,24.111816610999835,6.367330604446975,healthy
2026-01-01 00:00:00.040,EMB_COMP_001,EM2X3125U,startup,0.04,0.024254880807792478,-0.022032252009238768,23.916388241967766,6.108364421088598,healthy
2026-01-01 00:00:00.050,EMB_COMP_001,EM2X3125U,startup,0.05,-0.006645969797884622,0.034825478737972225,24.096605040408406,6.132634684677145,healthy
2026-01-01 00:00:00.060,EMB_COMP_001,EM2X3125U,startup,0.06,-0.014164253597692673,-0.014278945505218747,24.05314459345195,6.21939808652474,healthy
2026-01-01 00:00:00.070,EMB_COMP_001,EM2X3125U,startup,0.07,0.1452328902947409,0.09655059012096824,24.04319847275405,6.156233255929096,healthy
2026-01-01 00:00:00.080,EMB_COMP_001,EM2X3125U,startup,0.08,-0.17432142352049285,-0.10646597421267018,24.090551830746204,6.1525503797614665,healthy
2026-01-01 00:00:00.090,EMB_COMP_001,EM2X3125U,startup,0.09,-0.021186108787378977,0.0014607424513712348,24.154174647357,6.058012767201149,healthy
2026-01-01 00:00:00.100,EMB_COMP_001,EM2X3125U,startup,0.1,-0.037054634936070814,0.0033166854883935233,24.27427722851411,6.168969928441287,healthy
2026-01-01 00:00:00.110,EMB_COMP_001,EM2X3125U,startup,0.11,-0.06956610241069718,-0.02483195292019227,24.114994110219026,6.133203254331804,healthy
2026-01-01 00:00:00.120,EMB_COMP_001,EM2X3125U,startup,0.12,0.10753830324026005,0.05911391413426337,24.243656549558306,6.04862416434761,healthy
2026-01-01 00:00:00.130,EMB_COMP_001,EM2X3125U,startup,0.13,-0.10575906675094542,-0.06382758491411275,24.22257297799663,6.1058828141453825,healthy
2026-01-01 00:00:00.140,EMB_COMP_001,EM2X3125U,startup,0.14,0.004103597754925364,-0.025431924433341555,24.255193187626922,6.0254660740133295,healthy
2026-01-01 00:00:00.150,EMB_COMP_001,EM2X3125U,startup,0.15,0.004944752048544441,-0.0016498464833299142,24.38172816371281,5.891683738647733,healthy
2026-01-01 00:00:00.160,EMB_COMP_001,EM2X3125U,startup,0.16,0.016004738003280297,-0.015261072422309537,24.36465727516132,5.9622890074502175,healthy
2026-01-01 00:00:00.170,EMB_COMP_001,EM2X3125U,startup,0.17,0.15768706755083178,0.09242149327577964,24.44870039130899,5.828440145702524,healthy
2026-01-01 00:00:00.180,EMB_COMP_001,EM2X3125U,startup,0.18,-0.12622336261229167,-0.0850335638928322,24.34944859088614,5.947788586918652,healthy
2026-01-01 00:00:00.190,EMB_COMP_001,EM2X3125U,startup,0.19,0.045065346653725066,0.019723630633228045,24.326234138805038,5.845880298980397,healthy
2026-01-01 00:00:00.200,EMB_COMP_001,EM2X3125U,startup,0.2,0.0023031664608521426,0.015189798090486003,24.384101344900817,5.807447191820902,healthy
2026-01-01 00:00:00.210,EMB_COMP_001,EM2X3125U,startup,0.21,-0.03216065501017568,-0.028895321672538395,24.441510296065516,5.740123626397433,healthy
2026-01-01 00:00:00.220,EMB_COMP_001,EM2X3125U,startup,0.22,0.1096349054391708,0.09296687179581632,24.456336923952676,5.864763106088898,healthy
2026-01-01 00:00:00.230,EMB_COMP_001,EM2X3125U,startup,0.23,-0.1615083270582639,-0.08514734654754656,24.375560512010274,5.726959249474697,healthy
2026-01-01 00:00:00.240,EMB_COMP_001,EM2X3125U,startup,0.24,-0.010977646928850789,0.00012277952080573008,24.489651242831737,5.6774171913123785,healthy
2026-01-01 00:00:00.250,EMB_COMP_001,EM2X3125U,startup,0.25,-0.008950417201862886,0.013333799578585381,24.52077082922518,5.655874542091595,healthy
2026-01-01 00:00:00.260,EMB_COMP_001,EM2X3125U,startup,0.26,0.008863926069975592,-0.037770241596281395,24.724010988329347,5.698991770020148,healthy
2026-01-01 00:00:00.270,EMB_COMP_001,EM2X3125U,startup,0.27,0.16751416002328917,0.11484145563831151,24.69286113674173,5.658004369370231,healthy
2026-01-01 00:00:00.280,EMB_COMP_001,EM2X3125U,startup,0.28,-0.1590494521285648,-0.09356574891522297,24.494554602307055,5.63414926219401,healthy
2026-01-01 00:00:00.290,EMB_COMP_001,EM2X3125U,startup,0.29,0.02104638612098888,-0.05755555296578228,24.559923903940387,5.607958142552189,healthy
